trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.9, 'e': 1.0}",30,0,-161.891213457849,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
2,False,"{'a': 0.9, 'e': 0.25}",20,0,-120.3634348074725,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
3,False,"{'a': 0.9, 'e': 0.1111111111111111}",20,0,-143.92888876193862,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
4,False,"{'a': 0.9, 'e': 0.0625}",20,3,2.3195050695541037,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
5,False,"{'a': 0.9, 'e': 0.04}",25,7,24.143879292243305,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,False,"{'a': 0.9, 'e': 0.027777777777777776}",25,0,-77.1386346744955,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
7,False,"{'a': 0.9, 'e': 0.02040816326530612}",25,0,-46.94499202905117,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
8,False,"{'a': 0.9, 'e': 0.015625}",25,8,14.096715854156917,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
9,False,"{'a': 0.9, 'e': 0.012345679012345678}",35,12,-67.18901943536164,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 2}",1
10,False,"{'a': 0.9, 'e': 0.01}",25,0,-40.18473273868721,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
11,False,"{'a': 0.9, 'e': 0.008264462809917356}",20,3,6.073680824345043,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
12,False,"{'a': 0.9, 'e': 0.006944444444444444}",25,17,-28.857833988203826,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
13,False,"{'a': 0.9, 'e': 0.005917159763313609}",25,11,24.04249598336929,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.9, 'e': 0.00510204081632653}",20,0,12.420506692595895,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
15,False,"{'a': 0.9, 'e': 0.0044444444444444444}",20,3,-39.54637521487309,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 1}",1
16,False,"{'a': 0.9, 'e': 0.00390625}",20,0,-24.858677854649642,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
17,False,"{'a': 0.9, 'e': 0.0034602076124567475}",25,0,-53.03937691197727,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
18,False,"{'a': 0.9, 'e': 0.0030864197530864196}",20,6,8.947894014648456,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
19,False,"{'a': 0.9, 'e': 0.002770083102493075}",25,16,13.300561413853796,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,False,"{'a': 0.9, 'e': 0.0025}",30,3,25.29668243754425,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,0,25.665921756611702,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0.0, 'e': 0.0}",25,0,-51.66023437381919,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
3,True,"{'a': 0.0, 'e': 0.0}",20,0,28.791661241975262,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0.0, 'e': 0.0}",30,9,32.93568497479712,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,15,12.161726592591897,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,0,-25.76301350720349,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
7,True,"{'a': 0.0, 'e': 0.0}",25,12,-1.604154406283576,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,9,-1.9112086008283666,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,0,3.01796071874887,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
10,True,"{'a': 0.0, 'e': 0.0}",25,18,11.618847307607428,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
