trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",20,0,-57.583023794393704,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.25}",25,0,-69.81919199804312,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.1111111111111111}",30,0,-58.31650216709882,"{0: 25, 1: 0, 2: 4, 3: 0, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.0625}",20,0,-21.92440970983052,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.04}",25,0,-3.4846349958120286,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
6,False,"{'a': 0.5, 'e': 0.027777777777777776}",25,19,-30.200312430151705,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
7,False,"{'a': 0.5, 'e': 0.02040816326530612}",35,0,-4.530532257988911,"{0: 31, 1: 0, 2: 3, 3: 1, 4: 0}",0
8,False,"{'a': 0.5, 'e': 0.015625}",20,0,9.9735589301715,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.012345679012345678}",20,0,13.573657588028126,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
10,False,"{'a': 0.5, 'e': 0.01}",20,14,10.967267898782733,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,False,"{'a': 0.5, 'e': 0.008264462809917356}",25,0,-20.841937118457246,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.006944444444444444}",25,0,-20.894968671413043,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
13,False,"{'a': 0.5, 'e': 0.005917159763313609}",30,21,19.236567466377394,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,False,"{'a': 0.5, 'e': 0.00510204081632653}",20,0,26.695379604801328,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.0044444444444444444}",20,0,6.4740982229408495,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
16,False,"{'a': 0.5, 'e': 0.00390625}",20,0,-14.367897995111528,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.0034602076124567475}",30,0,-10.181482930283297,"{0: 27, 1: 0, 2: 2, 3: 1, 4: 0}",0
18,False,"{'a': 0.5, 'e': 0.0030864197530864196}",20,0,4.763062373005858,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.002770083102493075}",35,0,4.340700179553124,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.0025}",20,1,-17.80390423264629,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,0,13.688011093206399,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2,True,"{'a': 0.0, 'e': 0.0}",20,0,16.25699625646599,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
3,True,"{'a': 0.0, 'e': 0.0}",20,0,-37.551917935603115,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
4,True,"{'a': 0.0, 'e': 0.0}",20,0,23.00813956098324,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0.0, 'e': 0.0}",20,0,5.560877205564186,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,13,19.893935502653246,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",30,0,35.22745283353406,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0.0, 'e': 0.0}",25,0,5.9954272514224245,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
9,True,"{'a': 0.0, 'e': 0.0}",25,9,20.259591023795437,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,11,1.4182319701355328,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
