trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.5}",20,0,-138.8979098068801,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.25}",20,0,-156.81444123942458,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
3,False,"{'a': 0.5, 'e': 0.125}",20,0,-78.97700963720763,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
4,False,"{'a': 0.5, 'e': 0.0625}",20,0,-83.35503123752125,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
5,False,"{'a': 0.5, 'e': 0.03125}",30,0,-101.5763129482225,"{0: 24, 1: 0, 2: 1, 3: 4, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.015625}",20,0,-9.090183820706311,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.0078125}",20,13,14.50065109208552,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,False,"{'a': 0.5, 'e': 0.00390625}",25,10,12.10194668119777,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
9,False,"{'a': 0.5, 'e': 0.001953125}",30,0,-2.9345649277935135,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
10,False,"{'a': 0.5, 'e': 0.0009765625}",20,0,22.531346118542352,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,False,"{'a': 0.5, 'e': 0.00048828125}",20,0,-31.816925709413127,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.000244140625}",20,0,-3.24288951663534,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.0001220703125}",30,0,-7.015550439438913,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
14,False,"{'a': 0.5, 'e': 6.103515625e-05}",25,0,-13.187726390756216,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
15,False,"{'a': 0.5, 'e': 3.0517578125e-05}",30,0,31.16307218455812,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,False,"{'a': 0.5, 'e': 1.52587890625e-05}",20,0,-8.77414079539065,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
17,False,"{'a': 0.5, 'e': 7.62939453125e-06}",20,0,25.620927152611333,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,False,"{'a': 0.5, 'e': 3.814697265625e-06}",30,8,17.77673518218015,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
19,False,"{'a': 0.5, 'e': 1.9073486328125e-06}",20,0,5.662854036035334,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
20,False,"{'a': 0.5, 'e': 9.5367431640625e-07}",25,0,18.65105811402094,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0.0, 'e': 0.0}",20,0,19.082938938221496,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2,True,"{'a': 0.0, 'e': 0.0}",35,4,27.73446893155589,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,0,30.000904043289566,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
4,True,"{'a': 0.0, 'e': 0.0}",25,0,-21.536682631887672,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
5,True,"{'a': 0.0, 'e': 0.0}",35,12,20.955685626819058,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,0,33.738918269796606,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0.0, 'e': 0.0}",20,0,19.543798730141003,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0.0, 'e': 0.0}",25,0,28.82743820557509,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0.0, 'e': 0.0}",20,0,12.11411681541287,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
10,True,"{'a': 0.0, 'e': 0.0}",25,0,-44.90230951403413,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
